iter	RMSE
395	1.020266183
396	1.018175544
397	1.014603465
398	1.011929249
399	1.009586082
400	1.005902738
401	1.004541262
402	1.002829245
403	1.000079299
404	0.9973233555
405	0.9948829248
406	0.992843221
407	0.9912764171
408	0.9887981203
409	0.9854940779
410	0.9835121992
411	0.9819658195
412	0.9805701843
413	0.978929255
414	0.9773115622
415	0.9759895787
416	0.9747665364
417	0.9729396254
418	0.9709316562
419	0.968072139
420	0.966532334
421	0.9650635048
422	0.9640457792
423	0.9630270415
424	0.9613571252
425	0.9592641456
426	0.9571432589
427	0.954816068
428	0.9533877965
429	0.9504085072
430	0.9477800261
431	0.9463148262
432	0.9445701628
433	0.9423482521
434	0.9410853419
435	0.9400322641
436	0.9388993037
437	0.9377299378
438	0.9355494425
439	0.93422964
440	0.9325697191
441	0.9312466698
442	0.9296891629
443	0.9285976242
444	0.9275115558
445	0.9260114048
446	0.9244582261
447	0.922219478
448	0.9205207534
449	0.9193241873
450	0.9173694906
451	0.915127235
452	0.9137776163
453	0.9120919939
454	0.9108241532
455	0.9088313065
456	0.9069861859
457	0.9046487881
458	0.9031145974
459	0.9018168285
460	0.8991853691
461	0.8977678622
462	0.8960966395
463	0.8938500188
464	0.8920357731
465	0.8902300225
466	0.8886874386
467	0.8876684319
468	0.8861905201
469	0.8846313776
470	0.8823225523
471	0.8809264483
472	0.8796135624
473	0.8783779447
474	0.8771792807
475	0.8756614134
476	0.8741480939
477	0.8730325278
478	0.8717926917
479	0.8705636842
480	0.8693986224
481	0.8674228174
482	0.8664091857
483	0.8653372353
484	0.8646559485
485	0.8631386139
486	0.8611864829
487	0.8593171111
488	0.8584568857
489	0.8575415919
490	0.8559961672
491	0.8543052697
492	0.8525551167
493	0.850851417
494	0.8492713731
495	0.8478742804
496	0.8466331749
497	0.8449056254
498	0.8438398789
499	0.8427120426
500	0.8408222101
501	0.8396811489
502	0.8380615455
503	0.8369910579
504	0.8354352911
505	0.8340668373
506	0.8325983076
507	0.8317600225
508	0.8304560466
509	0.8292591013
510	0.8276717348
511	0.8261585768
512	0.8248070188
513	0.8234221303
514	0.8220009679
515	0.8205650443
516	0.819604266
517	0.817855104
518	0.8164642785
519	0.8151436073
520	0.8141667236
521	0.8127829995
522	0.8117007989
523	0.8103244468
524	0.8087813916
525	0.8075103139
526	0.8067702987
527	0.8057261939
528	0.8046542782
529	0.8034023266
530	0.8018054184
531	0.8001679368
532	0.7989058466
533	0.7972356234
534	0.7962161946
535	0.7952123882
536	0.7945443266
537	0.7930933447
538	0.7918672784
539	0.7911395667
540	0.7903084288
541	0.7895542926
542	0.7886570185
543	0.7872280897
544	0.7864473632
545	0.7850461956
546	0.7842520413
547	0.7830285658
548	0.7822872507
549	0.7810496558
550	0.7796064424
551	0.7789615341
552	0.7779291959
553	0.7768447689
554	0.7760628325
555	0.7746586194
556	0.7734490871
557	0.7727173914
558	0.7717702364
559	0.7704807319
560	0.7696568437
561	0.7688687871
562	0.7680243027
563	0.7674506766
564	0.7659609188
565	0.7650519552
566	0.7638366956
567	0.762446945
568	0.7607172389
569	0.7598331213
570	0.7588609376
571	0.7579044501
572	0.7570333195
573	0.7560940619
574	0.7553234093
575	0.7545219658
576	0.7531311114
577	0.7526284373
578	0.7517545067
579	0.7502188996
580	0.7495377301
581	0.7484805256
582	0.7477473812
583	0.7466045382
584	0.7452314263
585	0.7444225038
586	0.7436150981
587	0.7419829586
588	0.7411101141
589	0.7400691822
590	0.7392724833
591	0.7382909485
592	0.7374235812
593	0.7366459705
594	0.7359613983
595	0.7348112756
596	0.7340970278
597	0.7332610029
598	0.7319862792
599	0.7311258663
600	0.7301984311
601	0.7291698041
602	0.7282294864
603	0.7270064059
604	0.7260727443
605	0.7251109437
606	0.7236388549
607	0.7231537192
608	0.7221285408
609	0.7214356218
610	0.7204610534
611	0.7197771774
612	0.7186474536
613	0.7180733773
614	0.7172106838
615	0.7164988658
616	0.7153876154
617	0.714806255
618	0.7138579347
619	0.7127897241
620	0.7114998278
621	0.7107917347
622	0.7098213134
623	0.7088528269
624	0.7080832441
625	0.7073334338
626	0.7067639903
627	0.7056891597
628	0.7045971573
629	0.7038114092
630	0.7033618589
631	0.7026591604
632	0.7015735972
633	0.7007317669
634	0.7000857117
635	0.6992618532
636	0.6986966281
637	0.6978732681
638	0.6971570723
639	0.6965068994
640	0.6960788265
641	0.6951435176
642	0.694166639
643	0.6933566179
644	0.6926913354
645	0.6922813994
646	0.6916981583
647	0.6906628268
648	0.6897867145
649	0.6888859001
650	0.6877653412
651	0.6871572812
652	0.6865431204
653	0.6859516748
654	0.6852444332
655	0.6844371227
656	0.6836614888
657	0.6826149299
658	0.6818027817
659	0.6808287959
660	0.6802721895
661	0.6796986313
662	0.6791339556
663	0.6785703465
664	0.6778081458
665	0.6772649138
666	0.6758558663
667	0.6751922432
668	0.6745200497
669	0.6739327246
670	0.6733204563
671	0.6729118155
672	0.6725357524
673	0.6721008299
674	0.6711110538
675	0.6704134665
676	0.6696903057
677	0.6691399618
678	0.668650078
679	0.6680585081
680	0.6674664414
681	0.6667119368
682	0.6662646271
683	0.6653314221
684	0.6644935957
685	0.6637544021
686	0.6630692798
687	0.6623457289
688	0.6618210405
689	0.6613806597
690	0.6607548899
691	0.6603528258
692	0.6598525926
693	0.659058541
694	0.6584307958
695	0.6578255912
696	0.6573381575
697	0.6566329795
698	0.6560787934
699	0.6555753241
700	0.6551755934
701	0.6545038746
702	0.6539499504
703	0.6532103147
704	0.6523274168
705	0.6517946338
706	0.65130082
707	0.6509683142
708	0.6499344259
709	0.6493631145
710	0.6489681655
711	0.6484864717
712	0.6478010526
713	0.6473413245
714	0.6468015564
715	0.6459481069
716	0.6452869557
717	0.6444713623
718	0.6437700109
719	0.6431869379
720	0.6427795982
721	0.6422988997
722	0.6414675162
723	0.6410244824
724	0.640625286
725	0.6400568831
726	0.6392445543
727	0.6387981536
728	0.6383732134
729	0.6378018493
730	0.6372817442
731	0.6367062244
732	0.6362184335
733	0.6354785089
734	0.6349221804
735	0.6344366731
736	0.6338849949
737	0.6333894087
738	0.6328683141
739	0.6325009949
740	0.6318440999
741	0.6313418888
742	0.6307928633
743	0.6304939319
744	0.6297636749
745	0.6292243544
746	0.6285839391
747	0.6277457176
748	0.6274251986
749	0.6269418178
750	0.6265544001
751	0.6261994223
752	0.6257687125
753	0.6254040525
754	0.6249034256
755	0.624394124
756	0.6236801514
757	0.6228957278
758	0.6220441699
759	0.6217039481
760	0.6211248625
761	0.6203968249
762	0.6200726488
763	0.6196105919
764	0.6189839189
765	0.6183729445
766	0.6175935017
767	0.6170974335
768	0.6163615639
769	0.6160432707
770	0.6155468418
771	0.6152578738
772	0.6148727603
773	0.6142204626
774	0.613908827
775	0.6132858085
776	0.6128796844
777	0.6121406074
778	0.6115321018
779	0.6109574496
780	0.6107091406
781	0.6104895243
782	0.6101936481
783	0.6097617777
784	0.6092154485
785	0.6090072327
786	0.6085429102
787	0.6081843097
788	0.6077956721
789	0.607255349
790	0.6068096048
791	0.6065099866
792	0.6059094356
793	0.6053030992
794	0.6049502071
795	0.6045015213
796	0.6041018803
797	0.6034103281
798	0.6029353259
799	0.6022528029
800	0.6020054788
801	0.6014365516
802	0.6008328357
803	0.6001950563
804	0.5997456227
805	0.599299524
806	0.5990318089
807	0.5982769731
808	0.5976975467
809	0.5972088042
810	0.5966995565
811	0.5959612772
812	0.5953114025
813	0.595010993
814	0.5945600034
815	0.5940068079
816	0.5937370684
817	0.5932974234
818	0.5925733909
819	0.5922138715
820	0.5919207304
821	0.5914066894
822	0.5908476516
823	0.5900084123
824	0.5896319547
825	0.5890642205
826	0.5886033198
827	0.5881347801
828	0.5877946535
829	0.5873476298
830	0.5871376273
831	0.5868452389
832	0.5862206815
833	0.5855333736
834	0.585314918
835	0.5847898017
836	0.5841698774
837	0.583819831
838	0.5832203157
839	0.5827281495
840	0.5821879082
841	0.5818460255
842	0.5814174161
843	0.5807879816
844	0.5802480695
845	0.5797963851
846	0.5795472547
847	0.5789640338
848	0.5786070161
849	0.5779816315
850	0.5774693894
851	0.5769498384
852	0.5764819994
853	0.57605994
854	0.5757252104
855	0.5751290545
856	0.5744015485
857	0.5738753287
858	0.5735041183
859	0.572957862
860	0.5725886958
861	0.5719920701
862	0.571570129
863	0.5711084612
864	0.5706289928
865	0.5701940881
866	0.5697648392
867	0.5693935739
868	0.5687876238
869	0.5683397907
870	0.5677408416
871	0.5671212949
872	0.5669038498
873	0.5667021298
874	0.5663713324
875	0.566020938
876	0.5655888465
877	0.5648284745
878	0.5640938086
879	0.5636047795
880	0.5630070157
881	0.5627066451
882	0.5621537744
883	0.5618117203
884	0.5614878454
885	0.5608324238
886	0.5604120661
887	0.5602201064
888	0.5598355035
889	0.5592971137
890	0.5591303025
891	0.5586530597
892	0.5582805591
893	0.5577121367
894	0.5574021189
895	0.5571042928
896	0.5568043444
897	0.5562917707
898	0.5558431032
899	0.5555458867
900	0.5550916993
901	0.5548139081
902	0.5544602968
903	0.5542011681
904	0.5538641365
905	0.5534766408
906	0.5530852991
907	0.5527202608
908	0.5522590389
909	0.5517909659
910	0.551400984
911	0.5509745764
912	0.5506906491
913	0.5501690545
914	0.5499023835
915	0.5495549679
916	0.5491352145
917	0.5486490355
918	0.5482338062
919	0.5478758634
920	0.5476992446
921	0.5471783632
922	0.546884938
923	0.5464886854
924	0.5460791107
925	0.5455549421
926	0.5453252789
927	0.545022322
928	0.5447134859
929	0.5442031481
930	0.5439122853
931	0.5434203176
932	0.5429657783
933	0.5427895361
934	0.5424298165
935	0.5421415313
936	0.5416993495
937	0.5414256676
938	0.5409992762
939	0.5406265487
940	0.5402378725
941	0.5399497129
942	0.5396821098
943	0.5395148557
944	0.5387961953
945	0.5385540731
946	0.5381689776
947	0.5376919414
948	0.5373558083
949	0.5369604611
950	0.5365682462
951	0.5363299259
952	0.5360757214
953	0.5355835967
954	0.5353624213
955	0.5347574406
956	0.5345960159
957	0.5342342092
958	0.5339696657
959	0.5335145486
960	0.5330792156
961	0.532671224
962	0.5321885192
963	0.5319354172
964	0.5316530974
965	0.5312254606
966	0.5306772849
967	0.5302698512
968	0.5298585107
969	0.5295177861
970	0.5291103795
971	0.5288539048
972	0.5286621716
973	0.5283072894
974	0.5278815338
975	0.5276616875
976	0.5275111359
977	0.5272842154
978	0.5268617263
979	0.5265968349
980	0.5262464573
981	0.5259619518
982	0.5253950937
983	0.5251677366
984	0.5247995114
985	0.5243961945
986	0.5239330344
987	0.523437909
988	0.5231394182
989	0.5228754115
990	0.5224866197
991	0.5220641405
992	0.5218182449
993	0.5214532295
994	0.5210818843
995	0.5205316278
996	0.5202147813
997	0.5197552341
998	0.5193771121
999	0.5188766039
